trade/reward,trade/sl_price,time/iterations,time/total_timesteps,trade/trade_pnl,trade/tp_price,time/time_elapsed,trade/exit_price,trade/entry_price,trade/balance,time/fps,trade/action,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/loss
7.642745906295355e-05,24204.785065859134,1,16384,0.0015286075943105847,24362.53986828173,5,24294.45,24257.37,10009.288726567213,2753,0,,,,,,,,,,
0.00014859099133649885,28117.54123888718,2,32768,0.00297204063049125,27992.37752222564,24,27992.37752222564,28075.82,9981.813555136965,1349,1,-0.003257299237884581,-1.0932216601911933,0.0003,10,0.2,0.0067552393,-0.5422701835632324,0.03541045554702578,0.0606689453125,-0.00031441450119018555
-4.518442560542227e-05,27093.76485437993,3,49152,-0.0009036680960919594,27180.840291240143,42,27098.28,27122.79,9988.363493488701,1155,0,-0.0059490007257409164,-1.084798744926229,0.0003,20,0.2,0.009705996,-2.4725842475891113,0.005156545281988656,0.109686279296875,0.03195854276418686
3.184634095902565e-05,27883.188402699732,4,65536,0.0006369369611827292,27836.87319460054,61,27850.0,27867.75,9963.934555283786,1071,1,-0.006052182222811097,-1.071954313106835,0.0003,30,0.2,0.007922547,-0.6734557151794434,0.002459599249755229,0.0757568359375,0.004334557801485062
1.461579462367569e-05,30014.18868138618,5,81920,0.0002923180286978555,30078.962637227636,79,30044.56,30035.78,9963.173960066044,1029,0,-0.00975547932957852,-1.0454291117377579,0.0003,40,0.2,0.010409133,0.21906763315200806,0.0010998658622838775,0.139959716796875,-0.01280491054058075
3.730586101853945e-05,29917.877745973805,6,98304,0.0007461311378149129,29866.974508052394,98,29878.6,29900.91,9979.052949994133,1001,1,-0.013635221807271591,-1.0161114074988291,0.0003,50,0.2,0.012922034,0.5274195075035095,0.0006950876745008827,0.170379638671875,-0.016653208062052727
-3.439681569605378e-05,27421.473111422634,7,114688,-0.000687924482645604,27478.10377715473,117,27421.473111422634,27440.35,9980.002368671234,979,0,-0.011829806716195889,-0.9653529765550047,0.0003,60,0.2,0.010821582,0.049224019050598145,0.00036872189427867853,0.12537841796875,0.008369428105652332
0.00018432980333942352,28426.526964643203,8,131072,0.0036869358624271984,28269.606070713602,135,28269.606070713602,28374.22,9991.673132677985,966,1,-0.011435581439764064,-0.8975598284509033,0.0003,70,0.2,0.01051329,-0.4124631881713867,0.00027786027831666615,0.12335205078125,-0.004891120828688145
-2.5002664449415694e-05,27609.2204369981,9,147456,-0.0005000470377097596,27693.7591260038,154,27623.58,27637.4,9970.510857508598,952,0,-0.013482845935504884,-0.8442089166725054,0.0003,80,0.2,0.011707627,-0.8922041654586792,0.00015583584193734623,0.140130615234375,0.006253053899854422
-3.228861416593127e-05,26962.287532345163,10,163840,-0.0006457618578864083,27014.554935309676,174,26962.287532345163,26979.71,9963.966083558835,939,0,-0.015491304639908776,-0.7571964725619182,0.0003,90,0.2,0.019778583,-0.4926246404647827,8.50016165315992e-05,0.096514892578125,-0.0253897737711668
1.2998671534027199e-05,27187.850469118934,11,180224,0.00025997512034420077,27209.029061762136,193,27201.98,27194.91,9980.781546548917,930,0,-0.014621279232414963,-0.7399572703056038,0.0003,100,0.2,0.017038483,-0.526174783706665,8.531896224042156e-05,0.092254638671875,-0.00992993637919426
-2.030340455653959e-05,27778.92544216543,12,196608,-0.0004060639688784648,27745.099115669145,212,27778.92544216543,27767.65,10003.809629217465,923,1,-0.013341981462872354,-0.706572818942368,0.0003,110,0.2,0.0141367065,-0.007876276969909668,6.379947433003963e-05,0.1116943359375,-0.026732251048088074
-2.3490382012771978e-05,26904.158146065183,13,212992,-0.00046980212231707955,26970.373707869632,232,26913.58,26926.23,10023.28009044554,916,0,-0.008842948177880316,-0.655322925420478,0.0003,120,0.2,0.00693532,0.39414435625076294,4.72831965915077e-05,0.057037353515625,0.011316229589283466
3.386295369197303e-05,25885.761198829416,14,229376,0.000677270540966233,25912.067602341165,252,25912.067602341165,25894.53,10059.650178132057,908,0,-0.009378278335134382,-0.623760187951848,0.0003,130,0.2,0.013404399,0.39977967739105225,5.1403689629836434e-05,0.0695556640625,-0.021018698811531067
-3.080096194182949e-05,28907.796521733526,15,245760,-0.0006160097519392827,28854.406956532945,271,28907.796521733526,28890.0,10048.559294117656,903,1,-0.006923121400905075,-0.5778907341882586,0.0003,140,0.2,0.013686036,0.35735952854156494,2.0535472082805484e-05,0.05909423828125,-0.02936755120754242
4.350238442249373e-05,30283.00838858697,16,262144,0.0008700666133003385,30243.503222826057,291,30243.503222826057,30269.84,10107.27253398374,899,1,-0.0006387230869222549,-0.5582021328737028,0.0003,150,0.2,0.008861769,0.513596773147583,1.4640902718809912e-05,0.04871826171875,-0.03228132426738739
5.365162070934091e-05,30442.50011398172,17,278528,0.0010730611996654263,30367.949772036565,311,30385.01,30417.65,10142.468192830722,894,1,-0.0047113016584262365,-0.5683824888896197,0.0003,160,0.2,0.00897385,-0.5503734350204468,1.3811945937014513e-05,0.046478271484375,-0.009204416535794735
-3.869671618267551e-05,30459.18878673181,18,294912,-0.0007739193494880669,30529.96242653637,331,30459.18878673181,30482.78,10184.664990130343,889,0,-0.005298670760203095,-0.5944932764396071,0.0003,170,0.2,0.11453965,-0.37660062313079834,7.413476414264153e-06,0.10657958984375,-0.03171262890100479
5.932402346290797e-05,30032.826645682933,19,311296,0.0011865156633534056,29979.406708634135,351,29979.406708634135,30015.02,10237.273757387627,885,1,-0.009457778555042751,-0.6580990350805223,0.0003,180,0.2,0.011169285,-0.07616782188415527,0.0002462332734211259,0.117279052734375,-0.04739809036254883
7.5145573556503235e-06,29457.981594740362,20,327680,0.00015029171180225179,29512.06681051927,371,29480.44,29476.01,10229.24340658502,881,0,-0.008335815658028878,-0.6303726215381176,0.0003,190,0.2,0.009542938,0.2450748085975647,0.00023086911314180726,0.086383056640625,0.027044221758842468
-1.7680619474306697e-05,29219.40860126526,21,344064,-0.0003536092634638619,29188.42279746949,392,29219.40860126526,29209.08,10243.05850208646,877,1,-0.008142114391193899,-0.5961494441376999,0.0003,200,0.2,0.009547606,0.2516899108886719,0.0001912621125953251,0.09263916015625,-0.029362153261899948
1.6752598613512403e-06,29554.13939406936,22,360448,3.3505225292234967e-05,29534.611211861284,412,29546.64,29547.63,10269.860922784765,873,1,-0.0075623631770213254,-0.6065924357622862,0.0003,210,0.2,0.008505404,0.41836249828338623,0.0002557235070639763,0.082232666015625,-0.021917156875133514
2.6049391710827736e-05,28697.683722528087,23,376832,0.0005209946199826352,28675.262554943827,433,28675.262554943827,28690.21,10289.065401975053,870,1,-0.006385550206505286,-0.5801084405044094,0.0003,220,0.2,0.007028755,0.32914233207702637,0.00019265291931134244,0.068865966796875,-0.018721038475632668
-1.5354478366451705e-05,26429.429230919166,24,393216,-0.00030708720974203846,26467.141538161664,453,26433.88,26442.0,10327.774389634516,866,0,-0.007740354222551105,-0.5936402214225381,0.0003,230,0.2,0.0113926595,0.3463149070739746,8.166645177212217e-05,0.071905517578125,-0.029072919860482216
-6.031734465105843e-05,27227.805614372,25,409600,-0.0012063105119322916,27129.388771256006,474,27227.805614372,27195.0,10366.356392370068,862,1,-0.005765816703933524,-0.5453496545786038,0.0003,240,0.2,0.00755942,0.22388935089111328,0.00010854108216022951,0.0755615234375,-0.011653279885649681
-3.453259899405345e-05,25750.963062175917,26,425984,-0.0006906400550155071,25804.35387564816,495,25750.963062175917,25768.76,10385.972388625403,860,0,-0.005467646112629154,-0.5452232707990333,0.0003,250,0.2,0.0071006054,0.49497276544570923,0.0001166356106111266,0.059423828125,-0.027104269713163376
-4.027618963860681e-05,26624.446517751483,27,442368,-0.0008055075712751717,26688.836964497033,516,26624.446517751483,26645.91,10398.953134678417,856,0,-0.006093614834026084,-0.5117960643605329,0.0003,260,0.2,0.0070845303,-0.07785236835479736,3.462831450100623e-05,0.0634521484375,-0.02558206208050251
2.7291567450064266e-05,26593.632292963917,28,458752,0.0005458387973639635,26561.55541407216,537,26568.43,26582.94,10421.141907346338,853,1,-0.008202037500996084,-0.5042023489368148,0.0003,270,0.2,0.009979848,0.4196617007255554,6.904206042648297e-05,0.0747314453125,-0.029954737052321434
-2.3157517518525113e-05,26995.515491987608,29,475136,-0.0004631449877049407,27041.909016024787,557,26998.47,27010.98,10460.825329078323,851,0,-0.006027751371948398,-0.4937444249750115,0.0003,280,0.2,0.009500849,0.0820392370223999,2.9942330429832963e-05,0.0715087890625,-0.01805548556149006
9.263828102689314e-06,27536.295994684548,30,491520,0.00018527742024087454,27506.278010630907,579,27521.19,27526.29,10460.82456632066,848,1,-0.0059764286210338465,-0.5343627570662648,0.0003,290,0.2,0.009838017,0.29548031091690063,2.3553667551645675e-05,0.068292236328125,-0.029766807332634926
1.5298792602960305e-06,26804.49675153616,31,507904,3.059760861030546e-05,26789.446496927674,600,26798.66,26799.48,10468.302403565247,845,1,-0.005974721319580567,-0.4887811516877264,0.0003,300,0.2,0.006449516,0.15844511985778809,1.2197013966463999e-05,0.052239990234375,-0.020207524299621582
