trade/reward,trade/sl_price,time/iterations,time/total_timesteps,trade/trade_pnl,trade/tp_price,time/time_elapsed,trade/exit_price,trade/entry_price,trade/balance,time/fps,trade/action,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/loss
7.642745906295355e-05,24204.785065859134,1,16384,0.0015286075943105847,24362.53986828173,6,24294.45,24257.37,10011.851292429157,2728,0,,,,,,,,,,
0.00014859099133627686,28117.54123888718,2,32768,0.00297204063049125,27992.37752222564,24,27992.37752222564,28075.82,9948.454179844583,1336,1,-0.005292027001451061,-1.0912539502605796,0.0003,10,0.2,0.00886531,-1.323469877243042,0.016074279019085223,0.088482666015625,0.0010074404999613762
4.518238406523943e-05,27151.815145620072,3,49152,0.0009036680960919594,27064.73970875986,42,27098.28,27122.79,9962.1022511393,1145,1,-0.004393427809009154,-1.079237319296226,0.0003,20,0.2,0.006988341,-1.6810476779937744,0.0036542110437494555,0.08114013671875,0.007816667668521404
3.184634095902565e-05,27883.188402699732,4,65536,0.0006369369611827292,27836.87319460054,61,27850.0,27867.75,9942.017658748311,1065,1,-0.005153958950540982,-1.0665227908175439,0.0003,30,0.2,0.0071976436,-0.4905644655227661,0.0018009656769436334,0.05716552734375,-0.020084716379642487
-0.01,0.0,5,81920,0.0,0.0,80,0.0,0.0,9971.86469493941,1021,2,-0.011890738079455333,-1.039928442472592,0.0003,40,0.2,0.012136508,0.15301299095153809,0.0006824074460951123,0.175823974609375,-0.04035494476556778
3.730586101853945e-05,29917.877745973805,6,98304,0.0007461311378149129,29866.974508052394,99,29878.6,29900.91,10004.432578597252,992,1,-0.015473182833011379,-0.9968280657660216,0.0003,50,0.2,0.013092697,0.28906452655792236,0.000405739824458351,0.19007568359375,0.0012861090945079923
-3.439681569594276e-05,27421.473111422634,7,114688,-0.000687924482645604,27478.10377715473,117,27421.473111422634,27440.35,10011.716667034694,973,0,-0.016708590940652357,-0.9263019665377215,0.0003,60,0.2,0.022737943,-0.17943310737609863,0.00025890568580848593,0.1615234375,-0.008949284441769123
-9.217764478921426e-05,28321.9130353568,8,131072,-0.0018434679312136634,28478.8339292864,136,28321.9130353568,28374.22,10065.072351875802,957,0,-0.020533166411951242,-0.919747083960101,0.0003,70,0.2,0.028921759,-0.2917032241821289,0.00020100271996454923,0.1961669921875,0.019660862162709236
-2.5002664449415694e-05,27609.2204369981,9,147456,-0.0005000470377097596,27693.7591260038,156,27623.58,27637.4,10116.819172876752,945,0,-0.013923613181032125,-0.827141689765267,0.0003,80,0.2,0.01831349,-0.41518962383270264,0.0001261340044251824,0.11876220703125,-0.012225153855979443
-3.2288614166042296e-05,26962.287532345163,10,163840,-0.0006457618578864083,27014.554935309676,175,26962.287532345163,26979.71,10130.232926136798,933,0,-0.014625879255618202,-0.7773236620239914,0.0003,90,0.2,0.015534318,0.2003231644630432,0.00011578302681556352,0.11751708984375,-0.005310550797730684
-1.2979591945825072e-05,27201.969530881066,11,180224,-0.0002595901542261462,27180.790938237864,194,27201.969530881066,27194.91,10130.118425151799,925,1,-0.012540028879084276,-0.7744764270959422,0.0003,100,0.2,0.011092679,0.40548211336135864,0.00014893204614452316,0.092620849609375,-0.023835038766264915
