trade/reward,trade/sl_price,time/iterations,time/total_timesteps,trade/trade_pnl,trade/tp_price,time/time_elapsed,trade/exit_price,trade/entry_price,trade/balance,time/fps,trade/action,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/n_updates,train/clip_range,train/approx_kl,train/explained_variance,train/value_loss,train/clip_fraction,train/loss
-0.00010839547769784952,24309.954934140864,1,16384,-0.002167792062406798,24152.20013171827,5,24309.954934140864,24257.37,9952.624616809695,2810,1,,,,,,,,,,
-7.430377621943271e-05,28034.09876111282,2,32768,-0.0014860203152456898,28159.26247777436,24,28034.09876111282,28075.82,9949.459169994048,1354,0,-0.004031482023492572,-1.0912462341133504,0.0003,10,0.2,0.009102118,-2.7202136516571045,0.01211476041644346,0.091375732421875,0.005397043190896511
-0.01,0.0,3,49152,0.0,0.0,42,0.0,0.0,9966.451779969586,1162,2,-0.004747351143669221,-1.0836867958307266,0.0003,20,0.2,0.008532289,-5.223911285400391,0.0019246468998289855,0.074029541015625,-0.033546991646289825
3.184634095902565e-05,27883.188402699732,4,65536,0.0006369369611827292,27836.87319460054,60,27850.0,27867.75,10000.428918013373,1079,1,-0.010130642886178976,-1.0559056942351162,0.0003,30,0.2,0.011730356,-2.750549077987671,0.0008916282876612058,0.14813232421875,-0.02984059974551201
-0.01,0.0,5,81920,0.0,0.0,79,0.0,0.0,10027.471982196397,1032,2,-0.016942373034726187,-1.0240481443703175,0.0003,40,0.2,0.012634901,-1.151782751083374,0.0004930940259384898,0.186151123046875,-0.04413331300020218
3.730586101853945e-05,29917.877745973805,6,98304,0.0007461311378149129,29866.974508052394,98,29878.6,29900.91,10035.528919298573,1002,1,-0.018989603559384706,-0.9792712444206699,0.0003,50,0.2,0.013643986,-1.0135955810546875,0.000342346274379679,0.1828369140625,-0.024791574105620384
6.87900821725639e-05,27459.226888577363,7,114688,0.0013758489652913406,27402.596222845266,117,27402.596222845266,27440.35,10067.321562093908,979,1,-0.018517720893214573,-0.8852414704859257,0.0003,60,0.2,0.019898707,-0.49734067916870117,0.00027096747550672264,0.14442138671875,-0.03943522647023201
-9.217764478932528e-05,28321.9130353568,8,131072,-0.0018434679312136634,28478.8339292864,136,28321.9130353568,28374.22,10106.031313081417,962,0,-0.01584232508594141,-0.8392915170639753,0.0003,70,0.2,0.018843688,-0.4481391906738281,0.00018414072856955954,0.117010498046875,-0.017613554373383522
-2.500266444952672e-05,27609.2204369981,9,147456,-0.0005000470377097596,27693.7591260038,155,27623.58,27637.4,10153.321686236917,950,0,-0.012337122972712677,-0.7660788229200989,0.0003,80,0.2,0.013238578,-0.24976813793182373,0.00011856361425373052,0.079718017578125,0.0020213318057358265
-3.228861416593127e-05,26962.287532345163,10,163840,-0.0006457618578864083,27014.554935309676,174,26962.287532345163,26979.71,10153.593404040686,938,0,-0.011094911918735306,-0.7039597226073966,0.0003,90,0.2,0.017369913,0.045365333557128906,7.2395317840801e-05,0.058099365234375,-0.022569091990590096
